Event_ID,Invitation_QR_ID,Event_Type,Total_Guests,Estimated_Food_Portions,Transport_Mode,Parking_Required,Estimated_Parking_Vehicles,Room_Required,Room_Type,Rooms_Required_Count,Stay_Duration_Days,RSVP_Status,Distance_km,Eco_Plate_Option,Food_Waste_Estimate_kg,Coming_From,Vehicle_Type,Arrival_Time_Slot,Parking_Zone,Checkin_Status
EVHASQ6M,QR69XVEA,Wedding,341,327,Walk,0,153,0,Double,23,1,Not Attending,118,1,40.35,Salem,Car,Evening,A,Not Checked-In
EVDVXALT,QRTOQH5M,Baby Shower,1187,1142,Car,1,477,1,Double,102,1,Attending,275,1,43.35,Coimbatore,Bike,Afternoon,A,Not Checked-In
EVMWIQ9J,QR476SO0,Wedding,1065,1141,Cab,1,269,0,Single,65,0,Not Attending,48,0,58.38,Erode,Car,Morning,C,Not Checked-In
EV0V3RIN,QR7YQ6J5,Baby Shower,494,516,Cab,1,126,0,Single,4,2,Not Attending,220,1,49.02,Tirunelveli,Bike,Morning,D,Not Checked-In
EVIEQEUY,QRNWVL2R,Baby Shower,669,649,Cab,0,257,1,Single,99,0,Not Attending,241,0,30.85,Trichy,None,Morning,D,Not Checked-In
EVG9VA9T,QRXV35DN,Engagement,1037,1076,Cab,1,323,1,Family,1,1,Attending,265,0,39.57,Bangalore,Bike,Evening,C,Not Checked-In
EVHA516M,QRLG1G23,Anniversary,609,657,Bike,1,238,1,,143,2,Not Attending,291,1,62.43,Chennai,Bike,Afternoon,C,Not Checked-In
EV9BNMJW,QRNUEV3F,Engagement,630,601,Car,0,285,1,Double,3,3,Not Attending,203,0,61.31,Chennai,Bike,Morning,C,Not Checked-In
EVTN23DG,QRU96WB1,Engagement,1134,1188,Bus,0,414,1,Family,103,1,Maybe,4,0,68.43,Coimbatore,Car,Afternoon,B,Not Checked-In
EVF4XTYQ,QRFEAQCD,Baby Shower,549,603,Bike,1,242,0,Double,59,2,Maybe,54,0,69.2,Coimbatore,None,Morning,D,Not Checked-In
EV1TGGWW,QRFQ1LQ9,Anniversary,1130,1102,Bus,0,361,0,Single,26,3,Attending,99,1,11.58,Madurai,None,Morning,D,Not Checked-In
EVZY9I1O,QRFM7782,Baby Shower,438,488,Walk,0,150,0,,95,3,Not Attending,47,0,5.55,Chennai,None,Evening,D,Not Checked-In
EVYD56K5,QR5CU0BJ,Anniversary,906,1005,Bike,1,350,0,Double,65,2,Maybe,132,1,41.24,Coimbatore,None,Afternoon,C,Not Checked-In
EV13UBEP,QRBRXR7P,Baby Shower,880,867,Bike,0,433,0,Double,71,0,Attending,226,1,34.86,Madurai,Car,Afternoon,B,Not Checked-In
EV1TIGER,QR2FFV4C,Anniversary,668,710,Bike,1,271,0,Single,107,1,Maybe,100,1,12.89,Madurai,Car,Afternoon,A,Not Checked-In
EVDEOAWW,QR01D5EG,Birthday,434,447,Cab,1,204,0,,18,3,Not Attending,23,1,60.56,Bangalore,Bike,Morning,D,Not Checked-In
EV0XJBWX,QREOA7C7,Engagement,1031,1079,Walk,0,506,1,Family,78,1,Attending,289,0,23.46,Pondicherry,Car,Afternoon,A,Not Checked-In
EVV8KJPZ,QRNWNS1K,Housewarming,424,473,Bus,1,170,1,Family,18,2,Maybe,97,1,21.15,Hyderabad,Bike,Afternoon,A,Not Checked-In
EV5LVZJD,QR2223Y3,Engagement,620,595,Walk,1,169,0,Double,62,2,Maybe,163,1,79.84,Bangalore,Car,Morning,A,Not Checked-In
EVEEZPHB,QROZGUUB,Baby Shower,495,466,Car,0,188,1,Family,70,2,Not Attending,171,0,79.98,Trichy,Car,Afternoon,A,Not Checked-In
EVDQ4B5H,QRNLM609,Housewarming,1019,1066,Bus,0,423,0,Double,26,0,Maybe,273,1,53.36,Madurai,Bike,Morning,C,Not Checked-In
EV2MBG3E,QR113QZA,Housewarming,1060,1157,Cab,1,405,0,Double,25,3,Attending,102,1,11.12,Pondicherry,Bike,Morning,B,Not Checked-In
EVIJCRHK,QR7IHAAI,Anniversary,661,755,Bike,0,318,0,Single,57,0,Attending,249,0,16.07,Bangalore,Car,Afternoon,D,Not Checked-In
EV9ZLNCC,QRLSG9O2,Housewarming,984,1014,Bike,1,291,0,Double,43,3,Maybe,217,0,6.64,Tirunelveli,None,Afternoon,B,Not Checked-In
EVQUAVXH,QR8MUQ29,Housewarming,1028,1108,Bus,1,507,0,Family,101,2,Not Attending,88,0,7.53,Pondicherry,Bike,Afternoon,D,Not Checked-In
EV4U27NQ,QR2N11D2,Anniversary,1078,1131,Cab,0,341,0,,2,0,Attending,275,0,59.25,Pondicherry,None,Afternoon,D,Not Checked-In
EVBM177V,QROKAXPB,Baby Shower,968,950,Cab,0,291,1,Double,89,1,Maybe,11,1,9.54,Bangalore,Car,Morning,B,Not Checked-In
EVW94P31,QROPMQNK,Anniversary,965,1049,Bus,0,453,1,Single,122,0,Maybe,298,1,27.28,Pondicherry,None,Afternoon,C,Not Checked-In
EVAJ5CSR,QRIXP3IN,Birthday,1122,1167,Bike,1,289,1,,77,0,Maybe,168,0,37.84,Madurai,None,Evening,D,Not Checked-In
EV49VDCN,QRKDMPCN,Baby Shower,455,545,Bus,1,138,1,Family,105,2,Attending,124,1,13.36,Chennai,Car,Morning,A,Not Checked-In
EVLSOA93,QR0ZBDNU,Birthday,723,754,Bike,1,271,1,Single,50,0,Attending,249,0,44.1,Hyderabad,None,Evening,C,Not Checked-In
EVCD1DSZ,QR83F9ZX,Birthday,833,866,Bus,0,387,0,Double,1,3,Not Attending,123,1,15.6,Madurai,Bike,Morning,A,Not Checked-In
EVQ3BP15,QRWQ66YQ,Engagement,939,910,Bus,1,304,0,,77,3,Attending,16,1,54.3,Chennai,None,Evening,D,Not Checked-In
EVEMONZ0,QRPKF557,Baby Shower,1104,1091,Car,0,453,0,Family,97,3,Maybe,269,1,18.29,Pondicherry,Car,Evening,B,Not Checked-In
EVWUEUV4,QRX68Q0L,Baby Shower,684,763,Walk,0,333,1,Double,36,3,Not Attending,92,1,38.0,Hyderabad,Car,Evening,A,Not Checked-In
EVETTEUD,QRSU7MR2,Anniversary,1018,1068,Car,1,305,0,Double,112,1,Maybe,18,0,41.92,Bangalore,None,Afternoon,C,Not Checked-In
EVCS2HXE,QRXUGE05,Engagement,497,574,Bike,0,189,0,,59,1,Maybe,26,1,7.46,Chennai,Car,Morning,B,Not Checked-In
EVRG5TTN,QRRM3P6Z,Anniversary,831,889,Walk,0,347,1,Single,93,0,Maybe,173,0,56.75,Erode,None,Afternoon,D,Not Checked-In
EVS7CJ32,QRGB41OL,Engagement,376,449,Car,1,141,0,Double,28,0,Attending,33,1,64.97,Trichy,Car,Morning,B,Not Checked-In
EVAYQLZV,QR9OYY7L,Wedding,779,821,Cab,1,254,1,Double,133,2,Not Attending,184,0,41.97,Pondicherry,Car,Evening,D,Not Checked-In
EV023C89,QRT7LS5K,Wedding,357,406,Bus,0,169,0,Single,6,2,Not Attending,269,0,44.72,Salem,Car,Morning,D,Not Checked-In
EVVKMHDI,QRGIZCI3,Baby Shower,446,508,Bike,0,147,0,Double,44,3,Attending,53,1,57.27,Hyderabad,None,Afternoon,D,Not Checked-In
EVVIM1M4,QRYMVSYF,Baby Shower,599,688,Bus,1,201,1,Single,96,2,Attending,293,1,6.0,Salem,None,Evening,D,Not Checked-In
EVMQZ71S,QRT61QGB,Birthday,694,767,Car,1,302,0,Single,146,0,Not Attending,256,1,41.83,Bangalore,Car,Evening,B,Not Checked-In
EVYDAOII,QRKXNAG2,Baby Shower,513,587,Walk,0,177,0,Single,10,3,Not Attending,160,0,14.64,Pondicherry,Car,Evening,A,Not Checked-In
EVRA84X1,QRUTI9DL,Anniversary,483,491,Cab,0,225,1,Family,91,2,Attending,133,0,78.12,Hyderabad,Car,Morning,A,Not Checked-In
EVNQZJ4V,QR01WC64,Birthday,742,702,Bike,1,268,0,Single,7,2,Maybe,288,1,7.49,Salem,None,Afternoon,B,Not Checked-In
EVJHJVLO,QRYO2E4F,Baby Shower,730,718,Car,1,339,1,,89,1,Attending,133,0,50.63,Pondicherry,Bike,Evening,A,Not Checked-In
EVYYYTRC,QRPTVJR2,Housewarming,822,803,Car,0,288,0,Double,92,2,Not Attending,110,1,29.43,Erode,Car,Evening,A,Not Checked-In
EVBHG03E,QR8MNFFC,Wedding,660,755,Car,1,171,1,Double,9,1,Maybe,41,1,24.78,Coimbatore,Car,Morning,C,Not Checked-In
EVEWJUE5,QRU664HM,Birthday,1053,1113,Walk,0,468,0,,54,0,Attending,176,0,73.75,Trichy,Bike,Afternoon,B,Not Checked-In
EVRAF8WN,QRHL44D1,Wedding,554,643,Walk,0,184,0,Single,103,2,Attending,26,1,12.64,Madurai,Bike,Afternoon,C,Not Checked-In
EVEIIBFN,QR53YLEV,Birthday,345,311,Bike,1,128,1,,82,3,Not Attending,147,1,41.97,Pondicherry,None,Afternoon,A,Not Checked-In
EV4S6F4Y,QRKK6HCN,Anniversary,536,512,Bus,0,178,0,,81,1,Not Attending,26,1,66.26,Salem,Car,Afternoon,B,Not Checked-In
EVV2KQEM,QRUXTLC4,Anniversary,494,458,Cab,1,207,0,Double,86,0,Attending,242,0,60.54,Salem,Bike,Afternoon,B,Not Checked-In
EVN2HLVS,QRWKZX72,Engagement,912,938,Bike,1,390,1,Double,74,3,Not Attending,173,0,71.1,Trichy,None,Evening,D,Not Checked-In
EVITTG9W,QRCRPQYM,Engagement,591,548,Bike,0,182,0,,41,2,Maybe,88,0,74.85,Chennai,Bike,Evening,B,Not Checked-In
EVF0O3UG,QRV5AO7H,Anniversary,791,769,Bike,1,316,0,,129,0,Maybe,182,0,78.59,Madurai,Car,Afternoon,D,Not Checked-In
EV28UDHA,QR8I3GMV,Engagement,707,739,Bus,0,203,1,,104,0,Attending,21,0,5.61,Erode,Car,Afternoon,B,Not Checked-In
EVGDEQD9,QR57Y5VC,Anniversary,542,626,Car,0,266,0,Family,57,3,Not Attending,224,0,31.52,Tirunelveli,Bike,Morning,B,Not Checked-In
EVIP9FQX,QRJ7Q53O,Anniversary,1155,1147,Car,0,486,1,Family,20,3,Maybe,247,1,28.07,Tirunelveli,Bike,Evening,D,Not Checked-In
EVHUZ7DL,QRAXNZY1,Engagement,438,402,Cab,0,124,0,Family,82,1,Maybe,159,0,10.7,Bangalore,Bike,Morning,D,Not Checked-In
EV3787P0,QR4N4BO3,Baby Shower,665,695,Bus,0,203,1,Single,99,3,Maybe,218,1,48.78,Salem,Car,Evening,D,Not Checked-In
EV09EERJ,QRL847FK,Housewarming,717,710,Car,0,288,0,Single,66,1,Maybe,5,0,77.66,Coimbatore,Car,Afternoon,A,Not Checked-In
EV8UW0Q2,QRFSWZUH,Wedding,860,937,Bike,1,384,0,Single,29,2,Not Attending,1,0,57.93,Tirunelveli,Bike,Morning,C,Not Checked-In
EVYRH54K,QRO8PH31,Anniversary,1061,1121,Walk,0,322,1,Family,1,0,Maybe,124,0,37.88,Bangalore,Bike,Afternoon,A,Not Checked-In
EVFCCV81,QR9MBKVB,Wedding,538,523,Bike,0,161,1,Family,0,2,Not Attending,205,1,62.15,Salem,Bike,Evening,C,Not Checked-In
EVPOEKSJ,QR0YWQ7Z,Birthday,510,502,Cab,0,160,1,,82,0,Not Attending,33,0,20.62,Madurai,Bike,Morning,D,Not Checked-In
EVCLX727,QRTJQ5J7,Baby Shower,1156,1248,Bike,0,544,1,Family,33,0,Maybe,235,0,41.66,Chennai,Car,Afternoon,A,Not Checked-In
EV798I3Y,QR9GXLQV,Housewarming,1096,1124,Car,1,473,1,Double,132,0,Maybe,61,1,14.73,Madurai,Bike,Evening,A,Not Checked-In
EVK7AQQ5,QR5ZG10X,Housewarming,637,619,Car,0,201,1,Single,132,0,Maybe,174,1,61.49,Chennai,Bike,Afternoon,A,Not Checked-In
EVH3GPL4,QRAUKKOT,Anniversary,779,775,Walk,1,317,0,,78,0,Not Attending,204,1,63.37,Bangalore,Car,Evening,B,Not Checked-In
EVE23CW8,QRP40PRZ,Baby Shower,330,320,Bus,0,102,0,Single,21,3,Attending,107,0,75.7,Chennai,Bike,Morning,B,Not Checked-In
EV1AZJU2,QRJKO4BY,Birthday,485,512,Bike,0,170,1,Single,10,3,Attending,191,0,6.27,Pondicherry,Bike,Evening,C,Not Checked-In
EVX87RVP,QRBFJOYD,Anniversary,882,907,Bus,0,424,0,Family,126,0,Not Attending,165,1,24.65,Salem,Car,Morning,A,Not Checked-In
EV0IXN3X,QRQDX0DF,Anniversary,479,460,Car,0,228,0,,59,2,Maybe,27,1,77.03,Hyderabad,Bike,Evening,B,Not Checked-In
EVNH7OJ6,QRR6048K,Wedding,351,305,Bus,1,113,0,Single,13,0,Not Attending,193,1,44.26,Chennai,Bike,Evening,C,Not Checked-In
EVXTKQ5J,QR91CZHY,Engagement,564,647,Cab,1,230,0,Double,51,0,Attending,221,0,30.06,Coimbatore,None,Morning,D,Not Checked-In
EVXJBOQZ,QRMFWRW8,Housewarming,842,893,Cab,1,394,1,Single,43,2,Attending,108,1,74.71,Erode,None,Afternoon,C,Not Checked-In
EVB5UUBX,QRGNFEFX,Anniversary,920,1000,Car,0,305,0,,54,2,Attending,153,0,49.1,Hyderabad,None,Morning,A,Not Checked-In
EV3AOJC5,QRMID15T,Birthday,974,955,Walk,0,388,0,Family,43,2,Maybe,97,1,66.97,Trichy,Car,Afternoon,C,Not Checked-In
EVOFG0RW,QRFTVTMU,Birthday,550,509,Bike,0,245,1,Single,6,1,Not Attending,149,0,55.43,Hyderabad,Car,Evening,B,Not Checked-In
EVDJ83YC,QRQR78YS,Birthday,1179,1254,Car,0,524,0,Double,113,2,Attending,4,1,38.14,Coimbatore,Car,Morning,D,Not Checked-In
EV4XTCBD,QRDGJTW0,Baby Shower,1171,1270,Bus,1,440,1,,108,1,Attending,5,0,19.43,Trichy,Bike,Evening,D,Not Checked-In
EVN2O01Q,QRX0Q5PD,Baby Shower,952,1018,Bike,0,376,0,Single,120,2,Attending,256,1,75.94,Bangalore,Car,Evening,C,Not Checked-In
EV535QCU,QR8E6SSK,Housewarming,947,930,Bike,1,446,0,Family,21,3,Attending,6,0,5.41,Trichy,None,Afternoon,A,Not Checked-In
EV9SFSCU,QRC6YYZY,Birthday,511,593,Bike,1,233,1,Double,70,3,Maybe,134,1,79.74,Erode,None,Morning,B,Not Checked-In
EVBVFHEU,QR5U54ED,Baby Shower,1115,1093,Car,0,513,0,,94,1,Not Attending,103,1,42.58,Pondicherry,Car,Evening,A,Not Checked-In
EVDWSMNL,QR78DNF6,Birthday,820,906,Bike,1,348,1,Single,110,2,Maybe,74,1,16.83,Erode,Bike,Afternoon,A,Not Checked-In
EV3I9Y7V,QRQ8RVW1,Birthday,1065,1137,Bus,1,428,1,Double,60,2,Maybe,252,0,48.08,Salem,Car,Evening,A,Not Checked-In
EVVVD9FV,QRLH04D8,Anniversary,357,339,Cab,1,99,1,Family,64,3,Maybe,114,0,13.5,Trichy,None,Morning,D,Not Checked-In
EVDNVIKR,QRUMJDS2,Engagement,721,724,Cab,0,338,1,,145,2,Not Attending,20,1,5.54,Tirunelveli,Car,Morning,A,Not Checked-In
EVCTVCM8,QRD8I0UA,Birthday,351,376,Bike,0,141,1,,63,3,Attending,52,1,55.67,Erode,None,Afternoon,D,Not Checked-In
EV6JZL6T,QRLX3RDY,Anniversary,867,901,Cab,0,370,1,,70,2,Attending,184,0,13.9,Erode,Bike,Afternoon,C,Not Checked-In
EV0LFBME,QR50QILX,Baby Shower,429,474,Bike,0,160,0,Double,129,0,Attending,118,0,75.86,Tirunelveli,Car,Evening,B,Not Checked-In
EVV29RL5,QRRMXA8N,Engagement,1112,1162,Bus,0,437,0,Double,70,0,Maybe,237,1,32.37,Madurai,Bike,Evening,D,Not Checked-In
EVE9U2PM,QRP8ZGV8,Wedding,381,376,Walk,0,166,1,Single,133,1,Maybe,106,0,35.12,Chennai,Bike,Evening,A,Not Checked-In
EVJZE71Q,QRS12QM1,Engagement,756,828,Walk,1,367,0,Family,39,0,Maybe,197,1,54.14,Trichy,None,Evening,D,Not Checked-In
EVFW5L61,QR0YPC6F,Wedding,795,760,Car,0,311,0,Double,147,2,Attending,19,0,28.6,Coimbatore,Car,Evening,A,Not Checked-In
EV53T4DN,QRQUFVI7,Wedding,568,540,Cab,1,259,0,Double,6,0,Maybe,233,0,79.26,Hyderabad,None,Afternoon,C,Not Checked-In
EVWZ9VQ5,QRPTHE5Y,Baby Shower,629,583,Cab,0,227,0,,82,0,Maybe,36,0,43.68,Hyderabad,Bike,Afternoon,B,Not Checked-In
EVIFLZNW,QRKS1WIC,Baby Shower,731,696,Cab,0,292,0,Single,107,0,Maybe,32,0,10.42,Trichy,Bike,Evening,C,Not Checked-In
EVTSRCL3,QR8EGR2F,Birthday,463,534,Bike,0,217,1,,133,3,Attending,243,0,35.07,Salem,None,Evening,B,Not Checked-In
EV8ONPTX,QR1OZ0ZU,Housewarming,768,777,Walk,1,204,0,,12,0,Not Attending,116,1,18.32,Bangalore,None,Afternoon,B,Not Checked-In
EVEF1TNY,QRQP5RGE,Birthday,1179,1209,Bus,1,414,1,,105,2,Not Attending,279,0,65.63,Hyderabad,Car,Afternoon,D,Not Checked-In
EVJO7GPA,QRTWQ6FS,Engagement,941,983,Car,1,465,0,Family,15,3,Not Attending,206,0,51.88,Erode,None,Evening,B,Not Checked-In
EVX35MDY,QRLY5USG,Wedding,658,749,Bus,0,260,0,Family,89,1,Attending,220,1,59.11,Pondicherry,None,Evening,B,Not Checked-In
EV328D73,QRGKHBZ3,Anniversary,1072,1159,Bike,1,274,1,Double,47,2,Attending,282,0,52.06,Trichy,None,Morning,C,Not Checked-In
EVXJWZ1W,QRDJFTYO,Engagement,706,802,Bike,0,217,0,Double,53,2,Maybe,231,1,70.35,Erode,Car,Afternoon,C,Not Checked-In
EVJXU6YP,QRKLRF8V,Engagement,393,401,Cab,0,179,0,Single,60,1,Attending,233,1,58.78,Pondicherry,Bike,Evening,D,Not Checked-In
EVOTVRHD,QRARHA4H,Engagement,627,671,Bike,0,291,1,Double,118,3,Attending,245,0,27.55,Bangalore,Bike,Morning,C,Not Checked-In
EV422HML,QRPVKF64,Engagement,472,480,Bike,1,211,1,Single,77,1,Not Attending,262,1,9.59,Bangalore,Car,Evening,B,Not Checked-In
EVXOZL7P,QRM5I1B9,Housewarming,1153,1190,Bus,0,360,0,Family,30,1,Attending,45,1,45.14,Trichy,None,Afternoon,A,Not Checked-In
EVCDNVJG,QRROLYRU,Birthday,1038,1040,Walk,0,345,1,,53,1,Not Attending,159,0,25.08,Erode,Car,Afternoon,D,Not Checked-In
EVDMT1KP,QRG7PWL3,Housewarming,584,578,Walk,1,207,0,Double,148,1,Maybe,207,0,67.49,Trichy,Car,Evening,D,Not Checked-In
EVBHYQXX,QRR3DRVI,Housewarming,1008,981,Cab,1,489,1,Double,22,1,Maybe,43,0,59.62,Hyderabad,Bike,Morning,D,Not Checked-In
EVE2BE31,QRH5DU5F,Baby Shower,532,557,Cab,0,243,0,Family,135,2,Attending,230,0,74.65,Tirunelveli,Car,Evening,C,Not Checked-In
EVHIVNSL,QRHA9PI6,Baby Shower,363,425,Walk,0,178,1,Single,121,3,Attending,219,0,46.63,Hyderabad,Car,Evening,D,Not Checked-In
EVIF8SNL,QRXFBVV5,Housewarming,1084,1122,Cab,0,418,0,Single,43,1,Not Attending,35,0,8.3,Bangalore,Bike,Morning,C,Not Checked-In
EV4G3TME,QRMGLCQQ,Baby Shower,556,513,Bus,1,149,0,,110,0,Attending,26,0,46.52,Erode,Car,Evening,B,Not Checked-In
EVKBQK9X,QRCJGU6L,Baby Shower,1131,1169,Cab,0,552,1,,101,3,Maybe,78,1,40.42,Chennai,Bike,Afternoon,C,Not Checked-In
EV6OA982,QRDWR3EI,Baby Shower,322,355,Bike,0,125,1,Double,51,2,Maybe,130,0,8.61,Bangalore,Bike,Morning,B,Not Checked-In
EVT8WGU7,QR96F774,Birthday,639,591,Car,1,164,0,Double,27,0,Not Attending,120,0,68.96,Madurai,Bike,Afternoon,D,Not Checked-In
EV11OIKV,QREIMLWA,Housewarming,728,730,Cab,1,311,0,Double,42,2,Not Attending,8,0,71.85,Coimbatore,Bike,Evening,D,Not Checked-In
EVUBTQWR,QRD1XDGP,Anniversary,322,377,Bike,1,137,0,Double,74,2,Attending,196,0,26.47,Hyderabad,Car,Afternoon,C,Not Checked-In
EVYDG4GX,QRGWGIWB,Birthday,930,917,Bus,0,347,1,Double,79,0,Attending,173,0,54.82,Chennai,Car,Afternoon,D,Not Checked-In
EV79U01O,QRQ9RJ4T,Anniversary,768,834,Cab,0,323,1,,64,3,Attending,31,1,62.6,Coimbatore,Car,Evening,A,Not Checked-In
EVILCNYD,QRX5TKSL,Baby Shower,826,813,Cab,0,358,0,Double,19,3,Attending,148,1,43.72,Salem,Car,Afternoon,D,Not Checked-In
EV6KSS5P,QR55MHLD,Engagement,606,588,Bus,1,269,0,,100,3,Not Attending,95,0,78.41,Tirunelveli,Bike,Morning,D,Not Checked-In
EVIZVPV7,QRJM302F,Anniversary,416,460,Bike,1,175,0,,102,0,Not Attending,79,1,9.83,Pondicherry,None,Afternoon,B,Not Checked-In
EVUPYREI,QR8GBB7O,Anniversary,1123,1171,Bike,0,543,0,,96,3,Not Attending,99,1,28.62,Trichy,None,Morning,C,Not Checked-In
EV6Z0FB8,QROFS11U,Birthday,844,856,Cab,1,404,0,Double,98,3,Maybe,178,0,28.92,Erode,None,Evening,D,Not Checked-In
EVSE3R7H,QR5S7KJW,Birthday,339,344,Walk,0,168,0,Single,126,3,Attending,191,1,62.21,Chennai,Bike,Afternoon,B,Not Checked-In
EVWU8GR9,QRGNYVPG,Engagement,382,384,Cab,0,119,0,Double,76,0,Not Attending,255,0,19.49,Coimbatore,Bike,Morning,C,Not Checked-In
EVNNQBT4,QRZOF6EQ,Housewarming,752,828,Bus,0,340,0,,105,2,Maybe,109,0,44.41,Bangalore,None,Evening,B,Not Checked-In
EV6GIWTE,QRZP3ZCN,Housewarming,753,763,Car,1,353,1,Single,81,1,Not Attending,3,0,42.63,Erode,Bike,Morning,A,Not Checked-In
EVWPYRJV,QRDOKV7S,Anniversary,607,686,Cab,1,209,0,,136,3,Not Attending,67,0,31.97,Pondicherry,Car,Afternoon,B,Not Checked-In
EVIJFAP5,QR4RO6NU,Housewarming,1090,1099,Cab,0,470,1,,5,0,Maybe,279,0,61.54,Tirunelveli,Car,Afternoon,B,Not Checked-In
EVFI5Z45,QRBXBMZB,Engagement,984,963,Bike,1,454,1,Family,39,3,Attending,174,1,54.83,Bangalore,Car,Morning,A,Not Checked-In
EV3LFVDO,QR03MNV1,Birthday,1196,1161,Bike,0,363,0,Single,49,1,Attending,183,0,52.37,Chennai,Car,Morning,C,Not Checked-In
EVGM2KZG,QRAB020G,Baby Shower,701,728,Cab,1,340,0,Double,104,2,Attending,226,0,66.33,Trichy,Bike,Morning,A,Not Checked-In
EVIRNZFA,QR6L541U,Anniversary,792,818,Bike,1,260,0,Double,122,0,Maybe,148,0,77.22,Erode,Car,Afternoon,A,Not Checked-In
EVAKSMVY,QRQ5JAF9,Baby Shower,379,364,Bus,0,169,0,Family,117,3,Attending,244,0,59.07,Salem,None,Afternoon,D,Not Checked-In
EV8SA9QG,QR1ZWQGQ,Housewarming,915,903,Walk,0,407,0,Single,96,2,Attending,117,0,7.16,Pondicherry,None,Morning,A,Not Checked-In
EVVCS8R7,QROB3R1G,Engagement,623,662,Walk,1,310,1,,137,1,Maybe,240,1,66.26,Pondicherry,Bike,Evening,B,Not Checked-In
EV51W1N1,QR5L58QM,Baby Shower,954,1051,Cab,0,457,1,,114,2,Not Attending,218,0,11.49,Tirunelveli,Bike,Morning,D,Not Checked-In
EVU5TOHW,QR02U6BV,Baby Shower,695,739,Car,0,301,0,Single,32,0,Maybe,137,0,19.53,Madurai,None,Afternoon,A,Not Checked-In
EV5HSK0Y,QRNV1H5Z,Housewarming,1177,1135,Walk,1,503,0,Single,56,2,Maybe,190,0,40.1,Coimbatore,Bike,Morning,A,Not Checked-In
EV1TKXE4,QRRAJX9F,Baby Shower,1068,1024,Bus,1,330,0,,33,2,Maybe,154,1,23.0,Hyderabad,Car,Morning,A,Not Checked-In
EVMDFMEU,QRHDJ9LS,Baby Shower,1124,1204,Cab,1,449,0,Family,10,1,Attending,11,0,30.63,Chennai,Car,Afternoon,B,Not Checked-In
EVL4D1DI,QRXBW6O0,Birthday,855,948,Cab,1,270,1,Family,124,3,Attending,62,0,15.72,Madurai,Car,Morning,A,Not Checked-In
EVAQ0TPF,QR3EIYWV,Baby Shower,949,919,Walk,1,244,1,,9,3,Maybe,213,0,59.41,Madurai,None,Evening,D,Not Checked-In
EVD7S1NL,QRSFMJII,Anniversary,592,619,Walk,0,219,0,,23,3,Attending,168,0,52.05,Chennai,Car,Evening,B,Not Checked-In
EV9RTYOJ,QR6IOAJU,Wedding,822,785,Cab,0,326,1,Family,54,0,Not Attending,106,1,50.94,Tirunelveli,Car,Evening,D,Not Checked-In
EVHOPO2P,QRR77CN1,Housewarming,1102,1065,Cab,1,466,0,Double,55,3,Attending,285,0,23.96,Coimbatore,Bike,Evening,D,Not Checked-In
EVAC06P4,QRMC2VC4,Engagement,861,890,Car,1,387,1,,87,1,Attending,233,0,40.35,Tirunelveli,Car,Morning,D,Not Checked-In
EVXSLSSG,QRV1GH80,Birthday,971,1041,Cab,1,379,0,,42,1,Not Attending,111,1,64.54,Coimbatore,Bike,Morning,D,Not Checked-In
EV9GL3QY,QRCSDBHP,Birthday,572,523,Bike,0,184,1,Family,18,0,Maybe,111,0,17.24,Pondicherry,None,Evening,A,Not Checked-In
EVJ2XS5U,QRZP68YW,Anniversary,345,375,Car,1,168,1,,17,1,Maybe,217,0,17.29,Chennai,Car,Morning,C,Not Checked-In
EVH78QW1,QRFJTIYM,Housewarming,417,389,Walk,1,146,1,,88,1,Not Attending,146,0,25.71,Erode,Car,Morning,A,Not Checked-In
EV5DYEZP,QRHZCS6V,Anniversary,573,602,Bike,1,166,1,,88,2,Not Attending,23,0,78.46,Bangalore,Car,Evening,B,Not Checked-In
EVQ0VDAQ,QRAQOF63,Engagement,658,669,Car,1,224,1,Family,75,2,Not Attending,112,0,37.52,Coimbatore,Bike,Afternoon,D,Not Checked-In
EVD887DF,QR9B31S6,Engagement,498,524,Bike,1,135,1,,96,3,Maybe,63,1,15.85,Coimbatore,Bike,Afternoon,C,Not Checked-In
EV25TA65,QRYMOKJB,Wedding,508,575,Cab,1,210,1,Single,20,3,Maybe,92,1,25.62,Erode,Bike,Afternoon,D,Not Checked-In
EVBGUTAK,QRVMEJG8,Anniversary,1032,1009,Walk,0,339,0,Double,65,0,Not Attending,253,1,31.48,Bangalore,None,Evening,D,Not Checked-In
EVUARRWG,QRDC8GBO,Anniversary,721,793,Cab,0,257,1,,131,3,Not Attending,286,0,36.34,Madurai,Car,Afternoon,D,Not Checked-In
EV27EDMZ,QR9FNXWO,Housewarming,1040,1012,Car,0,471,1,Double,102,1,Attending,65,1,79.51,Erode,None,Afternoon,D,Not Checked-In
EVZ4BEU9,QR4Z284I,Birthday,1179,1228,Walk,0,527,1,Double,51,1,Attending,53,0,9.15,Bangalore,None,Morning,A,Not Checked-In
EV6V4759,QRZVBB0Z,Housewarming,1086,1052,Walk,1,329,1,Family,30,0,Attending,233,1,65.54,Trichy,Bike,Morning,D,Not Checked-In
EV0QUFRC,QRGN2JFT,Baby Shower,437,398,Car,0,210,1,Double,75,0,Not Attending,282,1,12.05,Trichy,Car,Morning,A,Not Checked-In
EV2PNCOD,QR5RORXV,Anniversary,1188,1166,Walk,0,577,1,Double,72,3,Maybe,288,0,51.83,Madurai,None,Morning,B,Not Checked-In
